name,category,address,city,state,country,latitude,longitude,phone,website,rating,review_count,opening_hours,price_level,business_status,maps_url,date_scraped
Cafe House of Bamboo - HOB,cafe,,Pune,Maharashtra,INdia,18.5017834,73.8356043,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5017834&mlon=73.8356043&zoom=17,2026-03-15 20:07 UTC
Westyard Cafe,Cafe,,Pune,Maharashtra,INdia,18.5076728,73.8351372,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5076728&mlon=73.8351372&zoom=17,2026-03-15 20:07 UTC
Grubshup,indian,,Pune,Maharashtra,INdia,18.5108517,73.8298928,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5108517&mlon=73.8298928&zoom=17,2026-03-15 20:07 UTC
Barista Lavazza,Cafe,,Pune,Maharashtra,INdia,18.5151955,73.8286908,02025662080,http://barista.co.in/,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5151955&mlon=73.8286908&zoom=17,2026-03-15 20:07 UTC
Kollage Food Court,Cafe,,Pune,Maharashtra,INdia,18.5138821,73.8285786,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5138821&mlon=73.8285786&zoom=17,2026-03-15 20:07 UTC
Coffee Republic,coffee_shop,,Pune,Maharashtra,INdia,18.514478,73.8288841,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.514478&mlon=73.8288841&zoom=17,2026-03-15 20:07 UTC
Crazy Cheesy Cafe,pizza;sandwich;coffee_shop;italian,"Shantisheela Society Lane, Law College Road, 411004",Pune,Maharashtra,INdia,18.5117222,73.8293085,,https://crazycheesy.in/,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5117222&mlon=73.8293085&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,"Vishnushastri Chiplunkar Path, 411004",Pune,Maharashtra,INdia,18.5144007,73.828863,,,,,Mo-Su 06:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5144007&mlon=73.828863&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5192283,73.8305068,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5192283&mlon=73.8305068&zoom=17,2026-03-15 20:07 UTC
German Bakery,Cafe,"Law College Road, 411004",Pune,Maharashtra,INdia,18.5199223,73.8306161,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5199223&mlon=73.8306161&zoom=17,2026-03-15 20:07 UTC
Irani Cafe,Cafe,"Cornerstone Premises, Deccan Gymkhana, Prabhat Rd, beside Shri Mahila Griha Udyog Lijjat Papad Factory, Papad, Pune, Maharashtra 411004",Pune,Maharashtra,INdia,18.5140553,73.8375771,07420016286,iranicafe.in,,,Mo-Su 07:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5140553&mlon=73.8375771&zoom=17,2026-03-15 20:07 UTC
Jumboking Vada Pav,Cafe,,Pune,Maharashtra,INdia,18.5160792,73.842796,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5160792&mlon=73.842796&zoom=17,2026-03-15 20:07 UTC
Le Plaisir,coffee_shop,,Pune,Maharashtra,INdia,18.5181398,73.8380932,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5181398&mlon=73.8380932&zoom=17,2026-03-15 20:07 UTC
Brewing Partners,coffee_shop;burger,,Pune,Maharashtra,INdia,18.5182435,73.8357178,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5182435&mlon=73.8357178&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.522171,73.841185,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.522171&mlon=73.841185&zoom=17,2026-03-15 20:07 UTC
Floyds 23,Cafe,,Pune,Maharashtra,INdia,18.5190715,73.8452439,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5190715&mlon=73.8452439&zoom=17,2026-03-15 20:07 UTC
Kedar,Cafe,,Pune,Maharashtra,INdia,18.5221741,73.8443861,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5221741&mlon=73.8443861&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,"Gopal Krushna Gokhale Path, 411004",Pune,Maharashtra,INdia,18.5224787,73.8411525,,https://www.starbucks.in/,,,Mo-Su 07:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5224787&mlon=73.8411525&zoom=17,2026-03-15 20:07 UTC
Kathaa,Cafe,,Pune,Maharashtra,INdia,18.5208204,73.8405007,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5208204&mlon=73.8405007&zoom=17,2026-03-15 20:07 UTC
Cafe Peter,Cafe,"1206B/28, Bapusaheb Gupte Path, 411005",Pune,Maharashtra,INdia,18.5205671,73.8438757,,https://www.cafepeterapteroad.in/,,,Mo-Su 08:00-00:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5205671&mlon=73.8438757&zoom=17,2026-03-15 20:07 UTC
Coffee Nation,Cafe,,Pune,Maharashtra,INdia,18.5229626,73.8411319,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5229626&mlon=73.8411319&zoom=17,2026-03-15 20:07 UTC
FRIENDS,coffee_shop,"Laxminagar Road, 411009",Pune,Maharashtra,INdia,18.4993248,73.8477321,7721839961,,,,Mo-Sa 08:00-18:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4993248&mlon=73.8477321&zoom=17,2026-03-15 20:07 UTC
Rohit Coffee Corner,Cafe,,Pune,Maharashtra,INdia,18.5095069,73.8468166,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5095069&mlon=73.8468166&zoom=17,2026-03-15 20:07 UTC
Shree Wadeshwar Bhuvan,indian,Bajirao Road,Pune,Maharashtra,INdia,18.5108811,73.8536392,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5108811&mlon=73.8536392&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5228996,73.8483963,+919326877251,https://www.cafecoffeeday.com/,,,Mo-Su 09:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5228996&mlon=73.8483963&zoom=17,2026-03-15 20:07 UTC
Captain Coffee.,coffee_shop,,Pune,Maharashtra,INdia,18.5207406,73.8557679,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5207406&mlon=73.8557679&zoom=17,2026-03-15 20:07 UTC
Mochi Cafe,Cafe,,Pune,Maharashtra,INdia,18.5229615,73.8638644,,,,,Mo-Sa 08:00-18:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5229615&mlon=73.8638644&zoom=17,2026-03-15 20:07 UTC
Bun maska cafe,Cafe,,Pune,Maharashtra,INdia,18.474172,73.8911535,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.474172&mlon=73.8911535&zoom=17,2026-03-15 20:07 UTC
omkar cafe,pizza,"123, Kondhwa Road, 411048",Pune,Maharashtra,INdia,18.4713805,73.887929,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4713805&mlon=73.887929&zoom=17,2026-03-15 20:07 UTC
Cafe Grand,Cafe,"Lane no 15, Cafe Grand, Shivneri Nagar , kondhwa, 411048",Pune,Maharashtra,INdia,18.4751184,73.8854081,,,,,Mo-Sa 08:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4751184&mlon=73.8854081&zoom=17,2026-03-15 20:07 UTC
Brew Brothers,coffee_shop,"Narayan Annaji Shinde Road, 411048",Pune,Maharashtra,INdia,18.477798,73.9016322,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.477798&mlon=73.9016322&zoom=17,2026-03-15 20:07 UTC
Peter cafe,ice_cream;pizza;italian;coffee_shop;indian,"Ganga kingston, NIBM Road, 411060",Pune,Maharashtra,INdia,18.4769289,73.9107678,1456432564,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4769289&mlon=73.9107678&zoom=17,2026-03-15 20:07 UTC
Kannu Ki Chai,Cafe,,Pune,Maharashtra,INdia,18.4793292,73.9014673,,,,,Mo-Su 07:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4793292&mlon=73.9014673&zoom=17,2026-03-15 20:07 UTC
Kailash Cold Drink House,Cafe,,Pune,Maharashtra,INdia,18.5114711,73.8781232,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5114711&mlon=73.8781232&zoom=17,2026-03-15 20:07 UTC
Marz-O-Rin,Cafe,,Pune,Maharashtra,INdia,18.5165106,73.8790851,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5165106&mlon=73.8790851&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5135215,73.8793156,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5135215&mlon=73.8793156&zoom=17,2026-03-15 20:07 UTC
Coffee House,Cafe,,Pune,Maharashtra,INdia,18.5187719,73.8772441,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5187719&mlon=73.8772441&zoom=17,2026-03-15 20:07 UTC
best cafe,Cafe,,Pune,Maharashtra,INdia,18.5191226,73.8759631,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5191226&mlon=73.8759631&zoom=17,2026-03-15 20:07 UTC
Barista Lavazza,Cafe,,Pune,Maharashtra,INdia,18.5181975,73.8793295,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5181975&mlon=73.8793295&zoom=17,2026-03-15 20:07 UTC
cafe  coffee  day,Cafe,,Pune,Maharashtra,INdia,18.5216088,73.8792163,,,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5216088&mlon=73.8792163&zoom=17,2026-03-15 20:07 UTC
Diamond Queen,irani;coffee_shop,411001,Pune,Maharashtra,INdia,18.5182802,73.8800352,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5182802&mlon=73.8800352&zoom=17,2026-03-15 20:07 UTC
Café Coffee Day,coffee_shop,"Vitthal Rao Shivarkar Marg, 411040",Pune,Maharashtra,INdia,18.50277,73.9010709,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.50277&mlon=73.9010709&zoom=17,2026-03-15 20:07 UTC
pizza hut,italian;sandwich;ice_cream;chinese,,Pune,Maharashtra,INdia,18.5139824,73.901171,1109876991,,,,Mo-Su 11:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5139824&mlon=73.901171&zoom=17,2026-03-15 20:07 UTC
Iceberg,Cafe,,Pune,Maharashtra,INdia,18.5315199,73.8317233,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5315199&mlon=73.8317233&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Pune,Maharashtra,INdia,18.5342829,73.8298542,,https://www.starbucks.in/,,,Mo-Su 09:00-20:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5342829&mlon=73.8298542&zoom=17,2026-03-15 20:07 UTC
Sweet Chariot,Cafe,,Pune,Maharashtra,INdia,18.527138,73.8416279,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.527138&mlon=73.8416279&zoom=17,2026-03-15 20:07 UTC
"Bookbar - Artisanal cafe, bookstore and pizzahouse",coffee_shop,"Ground Floor, Sanas Memories, 1&2,, Fergusson College Road, 411003",Pune,Maharashtra,INdia,18.5254171,73.8413938,,,,,Mo-Su 10:00-23:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5254171&mlon=73.8413938&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,"Gopal Krushna Gokhale Path, 411005",Pune,Maharashtra,INdia,18.5250285,73.8416866,+919272200142,https://www.cafecoffeeday.com/,,,Mo-Su 09:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5250285&mlon=73.8416866&zoom=17,2026-03-15 20:07 UTC
Shabree Sharvaree,Cafe,,Pune,Maharashtra,INdia,18.5246063,73.8415847,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5246063&mlon=73.8415847&zoom=17,2026-03-15 20:07 UTC
Jivan,Cafe,,Pune,Maharashtra,INdia,18.5243666,73.8436958,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5243666&mlon=73.8436958&zoom=17,2026-03-15 20:07 UTC
Cafe Sky,Cafe,"Fergusson college campus Rd, cannol Road 8, Pune, Maharashtra 411004",Pune,Maharashtra,INdia,18.5253605,73.8403187,086002 02030,,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5253605&mlon=73.8403187&zoom=17,2026-03-15 20:07 UTC
Blue Tokai Coffee Roasters,coffee_shop;burger,,Pune,Maharashtra,INdia,18.5241167,73.8437345,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5241167&mlon=73.8437345&zoom=17,2026-03-15 20:07 UTC
MICROBIOLOGY CANTEEN,Cafe,,Pune,Maharashtra,INdia,18.5481783,73.8317816,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5481783&mlon=73.8317816&zoom=17,2026-03-15 20:07 UTC
Police Station Tea Stall,tea,"chaturshrungi police station, 411007",Pune,Maharashtra,INdia,18.5461752,73.8264862,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5461752&mlon=73.8264862&zoom=17,2026-03-15 20:07 UTC
Hotel Ratna,Cafe,,Pune,Maharashtra,INdia,18.5440081,73.8385545,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5440081&mlon=73.8385545&zoom=17,2026-03-15 20:07 UTC
One8 Commune,italian;burger;regional;international,,Pune,Maharashtra,INdia,18.5324019,73.8708397,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5324019&mlon=73.8708397&zoom=17,2026-03-15 20:07 UTC
the chefs way cafe,chicken;burger;pizza;italian,"203, ganga legend, 411020",Pune,Maharashtra,INdia,18.5626834,73.8317996,7385589357,,,,Mo-Fr 09:00-18:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5626834&mlon=73.8317996&zoom=17,2026-03-15 20:07 UTC
Judicial Canteen,Cafe,,Pune,Maharashtra,INdia,18.5243164,73.873222,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5243164&mlon=73.873222&zoom=17,2026-03-15 20:07 UTC
Madhav Thali,Cafe,,Pune,Maharashtra,INdia,18.5276119,73.8732877,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5276119&mlon=73.8732877&zoom=17,2026-03-15 20:07 UTC
Amruttulya and Alpopahar,Cafe,,Pune,Maharashtra,INdia,18.5272588,73.8762364,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5272588&mlon=73.8762364&zoom=17,2026-03-15 20:07 UTC
Café Coffee Day,Cafe,,Pune,Maharashtra,INdia,18.5341722,73.8765536,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5341722&mlon=73.8765536&zoom=17,2026-03-15 20:07 UTC
Vohuman Cafe,Cafe,Rajarshi Shahu Maharaj Path,Pune,Maharashtra,INdia,18.5324382,73.8768496,+919373323263,https://www.facebook.com/vohumancafe/,,,Mo-Su 06:00-18:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5324382&mlon=73.8768496&zoom=17,2026-03-15 20:07 UTC
Vohuman Café,Cafe,"Millennium Star, Chatrapati Shahu Maharaja Road, bear Ruby Hall",Pune,Maharashtra,INdia,18.5325235,73.876734,+919373323263,,,,Mo-Su 06:00-19:30,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5325235&mlon=73.876734&zoom=17,2026-03-15 20:07 UTC
Kapila chart corner,Cafe,,Pune,Maharashtra,INdia,18.5340864,73.876567,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5340864&mlon=73.876567&zoom=17,2026-03-15 20:07 UTC
Durga Cafe,coffee_shop;chinese;south_indian,"Bund Garden Road, 411001",Pune,Maharashtra,INdia,18.5349834,73.8806036,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5349834&mlon=73.8806036&zoom=17,2026-03-15 20:07 UTC
Durga cafe,Cafe,,Pune,Maharashtra,INdia,18.534984,73.8805839,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.534984&mlon=73.8805839&zoom=17,2026-03-15 20:07 UTC
Cafe Code Red,Cafe,,Pune,Maharashtra,INdia,18.5262952,73.8871613,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5262952&mlon=73.8871613&zoom=17,2026-03-15 20:07 UTC
Chafa Cafe And Studio,Cafe,,Pune,Maharashtra,INdia,18.533317,73.8970577,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.533317&mlon=73.8970577&zoom=17,2026-03-15 20:07 UTC
Stories cafe,coffee_shop,,Pune,Maharashtra,INdia,18.532871,73.8955327,,https://storiespune.in,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.532871&mlon=73.8955327&zoom=17,2026-03-15 20:07 UTC
Grandmama's Cafe,Cafe,,Pune,Maharashtra,INdia,18.5329684,73.8978625,07420060448,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5329684&mlon=73.8978625&zoom=17,2026-03-15 20:07 UTC
Hotbox Corner,pizza;burger;coffee_shop,,Pune,Maharashtra,INdia,18.5485539,73.8786101,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5485539&mlon=73.8786101&zoom=17,2026-03-15 20:07 UTC
German Bakery,Cafe,Koregaon Park,Pune,Maharashtra,INdia,18.5396234,73.8873711,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5396234&mlon=73.8873711&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5395824,73.8870419,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5395824&mlon=73.8870419&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,"North Main Road, 411001",Pune,Maharashtra,INdia,18.5392674,73.8866937,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5392674&mlon=73.8866937&zoom=17,2026-03-15 20:07 UTC
Yogi Tree Cafe,Cafe,,Pune,Maharashtra,INdia,18.5412531,73.8876529,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5412531&mlon=73.8876529&zoom=17,2026-03-15 20:07 UTC
Hug my mug,Cafe,,Pune,Maharashtra,INdia,18.540993,73.8874645,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.540993&mlon=73.8874645&zoom=17,2026-03-15 20:07 UTC
TGF Cafe,Cafe,,Pune,Maharashtra,INdia,18.5392176,73.8974601,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5392176&mlon=73.8974601&zoom=17,2026-03-15 20:07 UTC
The French Window Patisserie,coffee_shop,,Pune,Maharashtra,INdia,18.5376129,73.8979395,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5376129&mlon=73.8979395&zoom=17,2026-03-15 20:07 UTC
Brew Culture,coffee_shop,,Pune,Maharashtra,INdia,18.5365931,73.8990404,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5365931&mlon=73.8990404&zoom=17,2026-03-15 20:07 UTC
Forennté Patisserie,cake;pastry;coffee,,Pune,Maharashtra,INdia,18.5364425,73.8993524,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5364425&mlon=73.8993524&zoom=17,2026-03-15 20:07 UTC
Naughty Angel Cafe,italian,,Pune,Maharashtra,INdia,18.5364616,73.8995909,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5364616&mlon=73.8995909&zoom=17,2026-03-15 20:07 UTC
Third wave coffee,Cafe,,Pune,Maharashtra,INdia,18.5391027,73.9000346,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5391027&mlon=73.9000346&zoom=17,2026-03-15 20:07 UTC
Grey Soul,Cafe,,Pune,Maharashtra,INdia,18.5374881,73.8988397,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5374881&mlon=73.8988397&zoom=17,2026-03-15 20:07 UTC
Shisha Jazz Cafe,Cafe,,Pune,Maharashtra,INdia,18.5391279,73.9049627,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5391279&mlon=73.9049627&zoom=17,2026-03-15 20:07 UTC
Aroma's,Cafe,,Pune,Maharashtra,INdia,18.5387882,73.9052035,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5387882&mlon=73.9052035&zoom=17,2026-03-15 20:07 UTC
Pesto Pesto,Cafe,,Pune,Maharashtra,INdia,18.5381475,73.9068979,,,,,Mo-Su 09:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5381475&mlon=73.9068979&zoom=17,2026-03-15 20:07 UTC
Starbucks,coffee_shop,,Pune,Maharashtra,INdia,18.546563,73.9009497,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.546563&mlon=73.9009497&zoom=17,2026-03-15 20:07 UTC
chocolate caffe,all_in_caffe,"Sr. No. 12, Laxminagar Yerwada, 411006",Pune,Maharashtra,INdia,18.550336,73.8833164,8665474974,hejdhfdguh/fd/kli,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.550336&mlon=73.8833164&zoom=17,2026-03-15 20:07 UTC
choclate caffe,pizza;coffee_shop;burger;sandwich;mexican;sushi;ice_cream;bubble_tea;donut,"haveli, 411006",Pune,Maharashtra,INdia,18.5503514,73.8833164,9754565476,http//www.com caffe,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5503514&mlon=73.8833164&zoom=17,2026-03-15 20:07 UTC
Yerawada,coffee_shop,,Pune,Maharashtra,INdia,18.5656319,73.8865762,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5656319&mlon=73.8865762&zoom=17,2026-03-15 20:07 UTC
Barista,coffee_shop,,Pune,Maharashtra,INdia,18.5539234,73.9039502,,,,,Mo-Fr 09:00-18:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5539234&mlon=73.9039502&zoom=17,2026-03-15 20:07 UTC
The Cartoon Cafe,international,"sr.no 36, ramchandra nagar, 411014",Pune,Maharashtra,INdia,18.555899,73.9205169,,https://www.thecartooncafe.com/,,,Mo-Su 08:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.555899&mlon=73.9205169&zoom=17,2026-03-15 20:07 UTC
the cartoon cafe,coffee_shop,,Pune,Maharashtra,INdia,18.5558914,73.9205188,,https://www.thecartooncafe.com/,,,Mo-Su 06:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5558914&mlon=73.9205188&zoom=17,2026-03-15 20:07 UTC
Backseat Brews,coffee_shop;pizza;burger;italian;sandwich;chicken;french;pasta;indian;ice_cream;dessert;chocolate,"Dei Gratia, Viman nagar, 411014",Pune,Maharashtra,INdia,18.5678173,73.9099372,+918888437374,,,,Mo-Su 09:00-23:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5678173&mlon=73.9099372&zoom=17,2026-03-15 20:07 UTC
Brew Culture,coffee_shop,"Viman Nagar Road, 411014",Pune,Maharashtra,INdia,18.5668819,73.9106949,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5668819&mlon=73.9106949&zoom=17,2026-03-15 20:07 UTC
Cafe A26,coffee_shop,,Pune,Maharashtra,INdia,18.5682355,73.9060958,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5682355&mlon=73.9060958&zoom=17,2026-03-15 20:07 UTC
alag aasmaan,coffee_shop,"Pratapkumar Path, 411014",Pune,Maharashtra,INdia,18.5697053,73.910701,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5697053&mlon=73.910701&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,,Pune,Maharashtra,INdia,18.5657868,73.918066,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5657868&mlon=73.918066&zoom=17,2026-03-15 20:07 UTC
Cafe Coffee Day,coffee_shop,"Magarpatta Inner Circle, 411013",Pune,Maharashtra,INdia,18.5124268,73.9285386,,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5124268&mlon=73.9285386&zoom=17,2026-03-15 20:07 UTC
Cafe Rova,Cafe,Divine Suite,Pune,Maharashtra,INdia,18.5536815,73.939838,+919637908083,,,,,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5536815&mlon=73.939838&zoom=17,2026-03-15 20:07 UTC
Habibi Cafe,coffee_shop,,Pune,Maharashtra,INdia,18.5898977,73.8637178,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5898977&mlon=73.8637178&zoom=17,2026-03-15 20:07 UTC
Red Coffee Shop,coffee_shop,"Kalas Area, Kalas, 411015",Pune,Maharashtra,INdia,18.5818453,73.8727968,,https//redcoffee.com,,,Mo-Sa 08:00-18:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5818453&mlon=73.8727968&zoom=17,2026-03-15 20:07 UTC
Durga,coffee_shop;sandwich,"Sinhagad Road, 411041",Pune,Maharashtra,INdia,18.4611386,73.8126333,+91 8530084294,https://www.durgacafe.com/,,,Mo-Su 08:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.4611386&mlon=73.8126333&zoom=17,2026-03-15 20:07 UTC
Cafe Galaxy,dessert;frozen_yogurt,"123, Uttamnagar road, 411021",Pune,Maharashtra,INdia,18.5222375,73.7625891,+91 123 4567,http//:cafegalaxy.com,,,Mo-Su 08:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5222375&mlon=73.7625891&zoom=17,2026-03-15 20:07 UTC
Richie,mexican;vietnamese,"DP Road, 411038",Pune,Maharashtra,INdia,18.5052823,73.7925691,,,,,Mo-Su 08:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5052823&mlon=73.7925691&zoom=17,2026-03-15 20:07 UTC
Evara cafe,burger;pizza;coffee_shop;chicken;sandwich;italian;tea;fries;noodle;salad;pasta;brunch;bistro,"shop no.2, Pashan-Bavdhan Road, 411021",Pune,Maharashtra,INdia,18.5222925,73.7793428,+91 786029934,https://evaracafe.com,,,Mo-Su 10:00-22:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.5222925&mlon=73.7793428&zoom=17,2026-03-15 20:07 UTC
durga cafe,coffee_shop;indian,"shop 13, regency orion, mohan nagar, baner, 411045",Pune,Maharashtra,INdia,18.551545,73.7685805,,,,,Mo-Su 09:00-21:00,,OPERATIONAL,https://www.openstreetmap.org/?mlat=18.551545&mlon=73.7685805&zoom=17,2026-03-15 20:07 UTC
